item,item_name,existing_avg,existing_min,cc_avg,cc_min,avg_ratio,min_ratio,cc_item_count,cc_last_seen
15013,Lupine Cuffs,6000,6000,940,940,6.38,6.38,1,2026-06-21 21:25:14
20576,Pattern: Black Whelp Tunic,319118,121239,50000,50000,6.38,2.42,1,2026-07-01 14:45:20
4449,Naraxis' Fang,63681,24553,10000,10000,6.37,2.46,1,2026-06-30 02:05:27
5631,Rage Potion,7961,4777,1249,1166,6.37,4.1,40,2026-07-01 14:05:16
43251,Ring of Scarlet Shadows,653816,392290,2499998,2499998,3.82,6.37,3,2026-07-01 15:25:22
6366,Darkwood Fishing Pole,635714,550000,99999,99999,6.36,5.5,1,2026-06-09 01:05:37
22553,Formula: Enchant Weapon - Potency,4199564,3661608,659999,659999,6.36,5.55,2,2026-07-01 14:45:20
4832,Mystic Sarong,34929,32053,5500,5500,6.35,5.83,1,2026-06-27 14:05:03
6811,Aquadynamic Fish Lens,3177,2646,500,500,6.35,5.29,20,2026-06-27 05:45:22
35652,Incessant Torch,635487,625876,99999,99999,6.35,6.26,6,2026-07-01 15:05:19
5540,Pearl-handled Dagger,20856,12514,79200,79200,3.8,6.33,9,2026-07-01 14:05:16
15727,Pattern: Heavy Scorpid Vest,9071,5443,34450,34450,3.8,6.33,1,2026-06-22 13:25:11
41784,Design: Sovereign Twilight Opal,337133,197166,53250,53000,6.33,3.72,2,2026-07-01 15:25:22
3645,Seer's Cuffs,63185,35533,10000,10000,6.32,3.55,1,2026-06-30 07:05:17
39966,Accurate Huge Citrine,28516,23653,149500,149500,5.24,6.32,6,2026-07-01 15:25:22
31331,The Night Blade,18923173,11353904,3000000,3000000,6.31,3.78,1,2026-06-30 16:25:13
2700,Recipe: Succulent Pork Ribs,65277,39166,10362,10000,6.3,3.92,2,2026-07-01 14:05:16
43544,Glyph of Horn of Winter,308154,246285,48896,48594,6.3,5.07,15,2026-07-01 15:25:22
2408,Pattern: Fine Leather Gloves,5572,5497,887,885,6.28,6.21,6,2026-07-01 14:05:16
5483,Recipe: Scorpid Surprise,123699,107885,19700,19600,6.28,5.5,5,2026-07-01 14:05:16
45804,Glyph of Dark Death,172653,147150,27590,27589,6.26,5.33,24,2026-07-01 15:25:22
2310,Embossed Leather Cloak,12419,10532,1988,1985,6.25,5.31,10,2026-07-01 14:05:16
41785,Design: Tenuous Twilight Opal,320099,209899,51309,50457,6.24,4.16,3,2026-07-01 15:25:22
10940,Strange Dust,4024,2292,646,564,6.23,4.06,935,2026-07-01 14:25:16
27500,Scroll of Protection V,7320,3840,1175,1175,6.23,3.27,6,2026-07-01 13:45:14
37751,Tooga's Lost Toenail,146790,88074,549000,549000,3.74,6.23,1,2026-07-01 15:05:19
37821,Raine's Signet of Blasting,322365,193419,1204250,1204250,3.74,6.23,1,2026-07-01 08:25:12
13865,Runecloth Pants,107143,64286,399999,399999,3.73,6.22,2,2026-07-01 11:45:10
24166,Design: Thick Felsteel Necklace,1237203,742322,198749,198749,6.22,3.73,1,2026-07-01 14:45:20
32576,Depleted Crystal Focus,186635,111981,30000,30000,6.22,3.73,1,2026-06-30 20:45:13
42176,Pattern: Blue Workman's Shirt,1486898,859447,239000,239000,6.22,3.6,1,2026-06-29 17:05:22
2962,Burnt Leather Breeches,5760,1432,927,925,6.21,1.55,5,2026-07-01 14:05:16
21308,Jingling Bell,1317854,563364,3500000,3500000,2.66,6.21,1,2026-07-01 14:45:20
3577,Gold Bar,1321,758,4700,4700,3.56,6.2,225,2026-07-01 14:05:16
27674,Ravager Flesh,3536,1596,9900,9900,2.8,6.2,63,2026-07-01 15:05:19
13063,Starfaller,53865,32319,200000,200000,3.71,6.19,1,2026-06-29 21:05:36
14457,Elunarian Cuffs,185639,111383,30000,30000,6.19,3.71,1,2026-06-26 12:24:48
41110,Glyph of Seal of Light,178289,77471,28799,28600,6.19,2.71,18,2026-07-01 15:25:22
3837,Golden Scale Coif,27215,16329,4405,4405,6.18,3.71,3,2026-06-22 20:05:11
10606,Schematic: Parachute Cloak,13483,9632,59749,59499,4.43,6.18,11,2026-07-01 14:25:16
31321,Choker of Repentance,4257143,3160000,688698,688698,6.18,4.59,1,2026-07-01 15:05:19
3260,Scarlet Initiate Robes,616796,616745,99999,99999,6.17,6.17,1,2026-06-17 20:25:32
39489,Scribe's Satchel,92522,82391,15000,15000,6.17,5.49,3,2026-06-29 14:25:16
18652,Schematic: Gyrofreeze Ice Reflector,144785,86871,23498,23498,6.16,3.7,3,2026-07-01 14:45:20
35187,Schematic: Justicebringer 3000 Specs,8680061,6076890,1408500,1408500,6.16,4.31,1,2026-03-27 03:22:33
27422,Barbed Gill Trout,603,261,98,98,6.15,2.66,300,2026-07-01 15:05:19
14132,Wizardweave Leggings,122750,114253,20000,20000,6.14,5.71,2,2026-06-24 13:25:02
43368,Glyph of Sense Undead,245732,116361,40000,40000,6.14,2.91,25,2026-07-01 15:25:22
14657,Scorpashi Gloves,44878,26927,165093,165093,3.68,6.13,4,2026-06-30 08:05:15
15417,Devilsaur Leather,12020,7212,44200,44200,3.68,6.13,10,2026-07-01 14:25:16
41448,Perfect Smooth Sun Crystal,183884,127385,30000,30000,6.13,4.25,6,2026-07-01 15:25:22
14774,Ravager's Crown,48719,33528,205195,205195,4.21,6.12,4,2026-06-30 08:05:15
40865,Noise Machine,553996,445269,90500,90500,6.12,4.92,16,2026-07-01 15:25:22
45987,Rigid Stormjewel,1895167,1636350,9990000,9990000,5.27,6.11,1,2026-07-01 01:25:14
43266,Overcast Belt,265746,253613,1547500,1547500,5.82,6.1,1,2026-06-30 18:05:13
4565,Simple Dagger,29902,29830,7400,4900,4.04,6.09,4,2026-07-01 14:05:16
43466,Scroll of Strength VIII,9078,3800,1490,1490,6.09,2.55,63,2026-07-01 15:25:22
4404,Silver Contact,152,145,25,25,6.08,5.8,94,2026-07-01 14:05:16
6040,Golden Scale Bracers,16076,12184,74000,74000,4.6,6.07,3,2026-07-01 14:05:16
7110,Silver-thread Armor,21218,12173,3500,3500,6.06,3.48,1,2026-06-26 14:25:02
13490,Recipe: Greater Stoneshield Potion,27954,16510,100000,100000,3.58,6.06,1,2026-07-01 04:05:11
12208,Tender Wolf Meat,5772,3372,954,920,6.05,3.67,438,2026-07-01 14:25:16
13476,Recipe: Mighty Rage Potion,120907,76757,19998,19998,6.05,3.84,7,2026-07-01 14:25:16
13006,Mass of McGowan,179445,107667,650000,650000,3.62,6.04,1,2026-06-28 13:45:22
2395,Light Mail Boots,8292,8292,50000,50000,6.03,6.03,1,2026-05-19 03:45:25
6401,Pattern: Dark Silk Shirt,195849,176436,32500,32500,6.03,5.43,1,2026-07-01 14:05:16
22251,Cenarion Herb Bag,481375,288825,1740000,1740000,3.61,6.02,1,2026-04-25 14:23:20
23631,Plans: Fel Edged Battleaxe,1132690,679614,188250,188000,6.02,3.61,2,2026-07-01 14:45:20
44076,Swift Starflare Diamond,720265,526159,119599,119599,6.02,4.4,1,2026-06-30 05:25:23
4051,Emblazoned Boots,15100,14139,85000,85000,5.63,6.01,2,2026-07-01 14:05:16
14830,Symbolic Pauldrons,60114,33335,10000,10000,6.01,3.33,1,2026-07-01 09:25:09
32218,Potent Pyrestone,150000,150000,901499,901499,6.01,6.01,3,2026-06-05 08:45:40
8067,Crafted Light Shot,2,1,6,6,3.0,6.0,1000,2026-07-01 14:25:16
24027,Bold Living Ruby,299900,299900,50000,50000,6.0,6.0,1,2026-06-30 01:45:28
25846,Plans: Adamantite Rod,1079952,558814,180000,180000,6.0,3.1,1,2026-07-01 14:45:20
44721,Proto-Drake Whelp,2238663,533508,3200000,3200000,1.43,6.0,1,2026-07-01 07:05:06
6361,Raw Rainbow Fin Albacore,2881,1987,482,481,5.98,4.13,24,2026-07-01 14:05:16
8218,Thick Leather Ammo Pouch,52431,33515,200000,200000,3.81,5.97,5,2026-06-24 14:45:01
8249,Imperial Red Gloves,41886,25132,175000,150000,4.18,5.97,2,2026-07-01 14:25:16
14753,Slayer's Skullcap,238982,193798,40000,40000,5.97,4.84,1,2026-06-28 22:25:44
4045,Mistscape Bracers,24457,14674,87750,87500,3.59,5.96,2,2026-07-01 14:05:16
4478,Iridescent Scale Leggings,41971,25183,150000,150000,3.57,5.96,1,2026-07-01 14:05:16
31338,Charlotte's Ivy,4733086,2839852,793906,793500,5.96,3.58,3,2026-07-01 15:05:19
34758,Mighty Rhino Dogs,59554,27755,10000,10000,5.96,2.78,1,2026-06-28 16:25:20
858,Lesser Healing Potion,285,101,48,46,5.94,2.2,53,2026-07-01 14:05:16
3172,Boar Intestines,95,35,214,208,2.25,5.94,215,2026-07-01 14:05:16
41554,Black Duskweave Robe,224343,134606,899999,800000,4.01,5.94,2,2026-07-01 15:25:22
2991,Burnished Boots,14797,11477,2500,2500,5.92,4.59,1,2026-07-01 13:25:15
7363,Pattern: Pilferer's Gloves,5464,3211,925,925,5.91,3.47,6,2026-07-01 14:25:16
14798,Bloodlust Breastplate,118343,71006,420371,420000,3.55,5.91,3,2026-07-01 14:25:16
15004,Primal Boots,13000,13000,2200,2200,5.91,5.91,1,2026-05-30 12:25:14
39941,Purified Shadow Crystal,44087,15736,7459,7400,5.91,2.13,14,2026-07-01 15:25:22
43550,Glyph of Rune Strike,200765,79078,33990,33990,5.91,2.33,13,2026-07-01 15:25:22
8284,Arcane Boots,176360,105816,29900,29800,5.9,3.55,2,2026-07-01 14:25:16
38803,Scroll of Enchant Bracer - Lesser Intellect,12930,10174,60000,60000,4.64,5.9,1,2026-06-28 11:25:22
12226,Recipe: Crispy Bat Wing,117804,85048,20000,20000,5.89,4.25,2,2026-07-01 14:25:16
20817,Bronze Setting,8227,6481,1400,1399,5.88,4.63,93,2026-07-01 14:45:20
37857,Helm of the Lightning Halls,424601,389042,72166,69500,5.88,5.6,9,2026-07-01 15:05:19
40906,Glyph of Swiftmend,235783,113171,40109,39999,5.88,2.83,14,2026-07-01 15:25:22
44327,Elixir of Deadly Strikes,64663,38798,11000,10800,5.88,3.59,20,2026-07-01 15:25:22
48118,Leaping Hatchling,521391,210969,88650,88500,5.88,2.38,4,2026-07-01 15:25:22
4384,Explosive Sheep,18182,10909,3100,3100,5.87,3.52,29,2026-07-01 14:05:16
8163,Jouster's Pauldrons,44352,30722,180249,180249,4.06,5.87,2,2026-07-01 14:25:16
7068,Elemental Fire,11723,8686,2000,2000,5.86,4.34,72,2026-07-01 14:25:16
13754,Raw Glossy Mightfish,11698,7019,2000,2000,5.85,3.51,9,2026-07-01 14:25:16
13889,Raw Whitescale Salmon,29241,17545,5000,5000,5.85,3.51,2,2026-07-01 14:25:16
14685,Indomitable Gauntlets,231182,138709,39500,39500,5.85,3.51,1,2026-07-01 06:05:01
4243,Fine Leather Tunic,61294,36776,10500,10500,5.84,3.5,1,2026-06-29 20:45:33
18517,Pattern: Chromatic Cloak,5835195,2974232,1000000,1000000,5.84,2.97,1,2026-06-23 09:44:59
12532,Spire of the Stoneshaper,582930,349758,99998,99997,5.83,3.5,2,2026-07-01 14:25:16
14793,Protector Waistband,80281,56565,330000,330000,4.11,5.83,1,2026-07-01 14:25:16
23110,Shifting Shadow Draenite,28571,20000,4900,4900,5.83,4.08,2,2026-05-03 18:24:55
42734,Glyph of Arcane Explosion,58241,42752,10000,10000,5.82,4.28,28,2026-07-01 15:25:22
4262,Gem-studded Leather Belt,871883,481250,150000,150000,5.81,3.21,1,2026-06-09 20:45:20
31140,Cloak of Entropy,143364,86018,500000,500000,3.49,5.81,1,2026-07-01 15:05:19
11733,Libram of Constitution,55133,51578,9499,9498,5.8,5.43,10,2026-07-01 14:25:16
15928,Silver-thread Rod,14368,8621,50000,50000,3.48,5.8,2,2026-07-01 14:45:20
17010,Fiery Core,230797,117567,39800,39800,5.8,2.95,20,2026-07-01 14:45:20
38789,Scroll of Enchant Cloak - Minor Agility,27559,18056,4750,4500,5.8,4.01,2,2026-07-01 15:25:22
46398,Calico Cat,1739106,1203901,300000,300000,5.8,4.01,1,2026-05-04 17:44:49
20754,Formula: Lesser Mana Oil,263288,157973,45500,45500,5.79,3.47,19,2026-07-01 14:45:20
44255,Darkmoon Card: Greatness,62534175,42303068,244999000,244999000,3.92,5.79,1,2026-07-01 15:25:22
12416,Radiant Belt,50739,40909,8800,8800,5.77,4.65,1,2026-06-15 05:05:21
3726,Big Bear Steak,8061,4819,1400,1400,5.76,3.44,21,2026-06-16 03:45:36
12206,Tender Crab Meat,9416,5176,29800,29800,3.16,5.76,20,2026-07-01 14:25:16
13007,Mageflame Cloak,73892,44335,258500,255000,3.5,5.75,4,2026-07-01 14:25:16
14684,Indomitable Belt,115072,69043,19999,19999,5.75,3.45,1,2026-06-29 21:05:36
15962,Satyr's Rod,27622,18381,4800,4800,5.75,3.83,1,2026-07-01 14:45:20
23774,Fel Iron Toolbox,462113,252116,1450000,1450000,3.14,5.75,1,2026-06-29 19:05:23
2605,Green Dye,11482,1095,1999,1999,5.74,1.83,5,2026-06-29 01:05:40
42744,Glyph of Ice Block,8582,7640,1500,1500,5.72,5.09,8,2026-07-01 15:25:22
2848,Bronze Mace,19991,11995,3500,3500,5.71,3.43,1,2026-07-01 14:05:16
7072,Naga Scale,1569,647,275,274,5.71,2.36,43,2026-07-01 14:25:16
12184,Raptor Flesh,1890,749,331,331,5.71,2.26,197,2026-07-01 14:25:16
21151,Rumsey Rum Black Label,5655,2239,990,990,5.71,2.26,34,2026-07-01 14:45:20
31285,Chestguard of the Talon,188552,115560,660134,660134,3.5,5.71,1,2026-07-01 02:25:10
10301,Pattern: White Bandit Mask,14526,14025,80000,80000,5.51,5.7,5,2026-07-01 14:25:16
37789,Gauntlets of Disembowelment,212818,149086,850000,850000,3.99,5.7,1,2026-06-29 19:05:23
43453,Stormhide Hauberk,2509999,2509999,440000,440000,5.7,5.7,1,2026-06-30 10:05:03
3393,Recipe: Minor Magic Resistance Potion,11325,9121,1990,1990,5.69,4.58,1,2026-07-01 14:05:16
18710,Arena Bracers,454384,272630,80000,80000,5.68,3.41,1,2026-06-20 10:25:24
37775,Helm of the Broken Ram,172914,103748,588500,588000,3.4,5.67,3,2026-07-01 15:05:19
41524,Glyph of Lava,283436,113112,49999,49999,5.67,2.26,18,2026-07-01 15:25:22
14804,Bloodlust Helm,181711,176673,1000000,1000000,5.5,5.66,1,2026-07-01 14:25:16
38778,Scroll of Enchant Bracer - Minor Strength,8816,5290,29950,29950,3.4,5.66,5,2026-07-01 15:25:22
23354,Crystalized Mana Residue,42655,12100,7550,7550,5.65,1.6,4,2026-07-01 14:45:20
2966,Warrior's Pants,5584,2845,990,985,5.64,2.89,7,2026-07-01 14:05:16
2800,Black Velvet Robes,70471,42283,238141,238141,3.38,5.63,1,2026-06-28 17:45:22
29731,Pattern: Windstrike Gloves,642005,313746,113999,113999,5.63,2.75,1,2026-06-30 05:25:23
4777,Ironwood Maul,42137,28429,7500,7500,5.62,3.79,1,2026-06-27 06:25:19
6195,Wax-polished Armor,27721,13247,74442,74442,2.69,5.62,1,2026-06-22 23:45:02
10040,White Wedding Dress,1291477,554190,230000,230000,5.62,2.41,1,2026-06-30 22:05:15
24165,Design: Blazing Eternium Band,1123806,799738,200000,200000,5.62,4.0,2,2026-07-01 14:45:20
4253,Toughened Leather Gloves,504714,387081,90000,90000,5.61,4.3,2,2026-07-01 14:05:16
29726,Pattern: Hood of Primal Life,560800,438841,99999,99999,5.61,4.39,3,2026-07-01 15:05:19
4336,Black Swashbuckler's Shirt,530271,298903,94750,94500,5.6,3.16,5,2026-07-01 14:05:16
4778,Heavy Spiked Mace,39020,30872,6969,6969,5.6,4.43,2,2026-06-25 07:44:51
934,Stalvan's Reaper,56627,33976,190000,190000,3.36,5.59,2,2026-07-01 14:05:16
2824,Hurricane,144181,86509,484000,484000,3.36,5.59,4,2026-07-01 14:05:16
10046,Simple Linen Boots,1164,698,3900,3900,3.35,5.59,1,2026-06-20 08:25:24
10311,Pattern: Orange Martial Shirt,161003,96602,28800,27800,5.59,3.47,2,2026-07-01 14:25:16
15019,Lupine Mantle,11172,6703,2000,2000,5.59,3.35,1,2026-07-01 14:25:16
40073,Elixir of Mighty Strength,52405,42465,9375,9375,5.59,4.53,45,2026-07-01 15:25:22
42406,Glyph of Shadow Word: Pain,111752,79551,19999,19999,5.59,3.98,17,2026-07-01 15:25:22
43826,Glyph of Blood Strike,6786,4072,1215,1205,5.59,3.38,30,2026-07-01 15:25:22
8273,Valorous Wristguards,76263,49319,274999,274999,3.61,5.58,2,2026-07-01 14:25:16
10025,Shadoweave Mask,69900,69900,390000,390000,5.58,5.58,3,2026-07-01 14:25:16
10424,Plans: Silvered Bronze Leggings,13957,11891,2500,2500,5.58,4.76,1,2026-06-30 04:05:31
10629,Mistwalker Boots,40000,40000,223344,223344,5.58,5.58,1,2026-07-01 00:05:18
4790,Inferno Cloak,41766,26428,7500,7500,5.57,3.52,1,2026-05-26 07:45:54
35654,Bindings of the Bastille,1282015,462512,230000,230000,5.57,2.01,1,2026-07-01 14:25:16
44722,Aged Yolk,55638,42630,10000,10000,5.56,4.26,5,2026-04-06 06:42:17
8114,Hibernal Sash,43583,26150,145249,144999,3.33,5.54,2,2026-07-01 14:25:16
4831,Stalking Pants,30405,18243,5500,5500,5.53,3.32,1,2026-06-27 06:45:18
24206,Design: Gleaming Dawnstone,2211400,824053,399999,399999,5.53,2.06,1,2026-06-29 01:45:46
38853,Scroll of Enchant Bracer - Superior Spirit,100164,60098,332460,332460,3.32,5.53,1,2026-07-01 15:25:22
43656,Tome of Kings,110615,90138,20000,20000,5.53,4.51,1,2026-07-01 15:25:22
4589,Long Elegant Feather,8106,6063,1469,1469,5.52,4.13,15,2026-07-01 14:05:16
2972,Spellbinder Gloves,472,454,2500,2500,5.3,5.51,1,2026-07-01 02:25:10
3869,Plans: Shadow Crescent Axe,8526,4029,22400,22200,2.63,5.51,2,2026-07-01 14:05:16
22791,Netherbloom,95795,43868,17400,17400,5.51,2.52,32,2026-07-01 14:45:20
2775,Silver Ore,22512,9205,4093,3700,5.5,2.49,168,2026-07-01 14:05:16
12259,Glinting Steel Dagger,20000,20000,110000,110000,5.5,5.5,1,2026-07-01 14:25:16
20074,Heavy Crocolisk Stew,1000,1000,5500,5500,5.5,5.5,16,2026-07-01 02:25:10
24253,Cloak of Eternity,2750000,2750000,500000,500000,5.5,5.5,1,2026-06-14 02:45:16
33444,Pungent Seal Whey,8527,3204,1550,1550,5.5,2.07,8,2026-07-01 15:05:19
10603,Schematic: Catseye Ultra Goggles,12085,7251,39799,39799,3.29,5.49,3,2026-07-01 14:25:16
14410,Stonecloth Circlet,27464,23040,5000,5000,5.49,4.61,1,2026-07-01 12:25:09
37835,Je'Tze's Bell,14759802,10107480,55475000,55470000,3.76,5.49,3,2026-07-01 15:05:19
38829,Scroll of Enchant Bracer - Intellect,36926,32619,179250,179000,4.85,5.49,4,2026-07-01 15:25:22
38773,Scroll of Enchant Chest - Lesser Health,18091,15380,3300,3300,5.48,4.66,6,2026-06-30 21:45:16
42545,Runic Mana Injector,654642,154763,119500,119000,5.48,1.3,104,2026-07-01 15:25:22
2453,Bruiseweed,11428,7573,2090,1975,5.47,3.83,177,2026-07-01 14:05:16
7371,Heavy Quiver,98411,21075,18000,18000,5.47,1.17,3,2026-06-30 22:45:17
14678,Pridelord Pauldrons,126657,75994,415342,415342,3.28,5.47,1,2026-07-01 14:25:16
33791,Heavy Copper Longsword,42099,28290,7700,7700,5.47,3.67,1,2026-06-02 16:25:36
10648,Common Parchment,13640,3613,2500,2500,5.46,1.45,15,2026-04-25 20:23:33
14639,Schematic: Minor Recombobulator,431556,209917,79250,79000,5.45,2.66,2,2026-07-01 14:25:16
41974,Cobalt Bracers,122226,73336,400000,400000,3.27,5.45,1,2026-07-01 15:25:22
1481,Grimclaw,217710,130626,40000,40000,5.44,3.27,1,2026-06-30 14:25:12
4465,Felstrom's Gauntlets,26584,9190,50000,50000,1.88,5.44,1,2026-06-26 17:04:56
18289,Barbed Thorn Necklace,91843,55106,300000,300000,3.27,5.44,1,2026-07-01 14:45:20
27651,Buzzard Bites,5231,3139,962,962,5.44,3.26,21,2026-07-01 15:05:19
38858,Scroll of Enchant Cloak - Greater Resistance,15307,9184,50000,50000,3.27,5.44,1,2026-06-28 13:05:18
38954,Scroll of Enchant Shield - Defense,1515878,1424198,278500,278000,5.44,5.12,2,2026-07-01 15:25:22
37118,Scroll of Recall,1598,1031,5600,5600,3.5,5.43,17,2026-07-01 15:05:19
12720,Plans: Stronghold Gauntlets,5416074,3866398,1000000,1000000,5.42,3.87,1,2026-07-01 10:25:15
15726,Pattern: Green Dragonscale Breastplate,542385,325431,100000,100000,5.42,3.25,1,2026-07-01 14:45:20
41802,Imperial Manta Ray,6797,5573,1254,1250,5.42,4.46,107,2026-07-01 15:25:22
4796,Owl Bracers,108267,78573,20000,20000,5.41,3.93,1,2026-07-01 14:05:16
23574,Recipe: Transmute Primal Might,811405,496104,149950,149900,5.41,3.31,2,2026-07-01 14:45:20
29725,Pattern: Windscale Hood,539174,183221,99750,99500,5.41,1.84,2,2026-07-01 15:05:19
37147,Two of Swords,43108,39431,7966,7900,5.41,4.99,28,2026-07-01 15:05:19
1210,Shadowgem,3674,1112,6550,6000,1.78,5.4,55,2026-07-01 14:05:16
43546,Glyph of Icy Touch,159165,128870,29492,29492,5.4,4.37,14,2026-07-01 15:25:22
20828,Ring of Twilight Shadows,8030,4818,1490,1490,5.39,3.23,23,2026-07-01 14:45:20
2835,Rough Stone,129,107,24,23,5.38,4.65,246,2026-07-01 14:05:16
4349,Pattern: Phoenix Pants,9608,6013,1787,1785,5.38,3.37,3,2026-07-01 14:05:16
6892,Recipe: Smoked Bear Meat,59515,26687,11066,11000,5.38,2.43,10,2026-07-01 14:25:16
15945,Runic Stave,14516,11737,2700,2700,5.38,4.35,1,2026-07-01 01:05:16
41464,Perfect Enduring Dark Jade,113602,59013,21100,21100,5.38,2.8,1,2026-07-01 10:05:11
13901,15 Pound Salmon,243872,108276,45442,45442,5.37,2.38,1,2026-07-01 14:25:16
38831,Scroll of Enchant Gloves - Advanced Mining,1019180,119009,189992,189992,5.36,1.6,14,2026-07-01 15:25:22
4611,Blue Pearl,331,279,1492,1490,4.51,5.34,4,2026-07-01 14:05:16
10562,Hi-Explosive Bomb,21069,12641,3947,3899,5.34,3.24,185,2026-07-01 14:25:16
14443,Venomshroud Mantle,37433,22460,119999,119999,3.21,5.34,1,2026-06-30 22:05:15
27677,Chunk o' Basilisk,1908,973,5200,5200,2.73,5.34,27,2026-07-01 15:05:19
38909,Scroll of Enchant Boots - Fortitude,528183,316910,98900,98900,5.34,3.2,1,2026-07-01 15:25:22
4290,Dust Bowl,23678,17326,4444,4444,5.33,3.9,2,2026-05-20 15:25:06
11371,Dark Iron Bar,104447,46863,250000,250000,2.39,5.33,35,2026-07-01 14:25:16
12809,Guardian Stone,147225,78861,27599,26900,5.33,2.93,8,2026-07-01 14:25:16
13497,Recipe: Greater Arcane Protection Potion,2077488,528467,390000,390000,5.33,1.36,1,2026-06-26 16:05:04
14408,Stonecloth Boots,28810,20861,5420,5420,5.32,3.85,1,2026-06-30 13:45:11
27687,Recipe: Bat Bites,106488,63893,20000,20000,5.32,3.19,2,2026-07-01 15:05:19
10321,Pattern: Tuxedo Shirt,187235,162536,35250,35000,5.31,4.64,2,2026-07-01 14:25:16
15740,Pattern: Frostsaber Boots,103499,62099,19499,19400,5.31,3.2,2,2026-07-01 14:45:20
2324,Bleach,3658,2195,690,690,5.3,3.18,5,2026-06-28 23:25:47
13137,Ironweaver,40743,24446,129500,129500,3.18,5.3,1,2026-07-01 06:05:01
15943,Imbued Shield,265240,169423,50000,50000,5.3,3.39,1,2026-06-27 04:25:18
24060,Luminous Noble Topaz,92815,55689,295000,295000,3.18,5.3,1,2026-01-06 09:03:03
31125,Boots of the Decimator,219148,186583,987999,987999,4.51,5.3,3,2026-07-01 15:05:19
2955,First Mate Hat,5290219,2805568,1000000,1000000,5.29,2.81,1,2026-06-30 19:45:14
45984,Unusual Compass,122293,48351,23100,20000,5.29,2.42,5,2026-07-01 15:25:22
1604,Chromatic Sword,1577475,946485,5000000,5000000,3.17,5.28,1,2026-07-01 14:05:16
40085,Timeless Forest Emerald,243404,149679,46066,46000,5.28,3.25,9,2026-07-01 15:25:22
3902,Staff of Nobles,16495,9897,52010,52010,3.15,5.26,1,2026-06-26 22:05:10
4400,Heavy Stock,4782,3800,20000,20000,4.18,5.26,20,2026-07-01 14:05:16
12162,Plans: Hardened Iron Shortsword,29407,9510,50000,50000,1.7,5.26,1,2026-07-01 14:25:16
24478,Jaggal Pearl,22047,17815,4188,3900,5.26,4.57,28,2026-07-01 14:45:20
39338,Golden Pigment,31262,15632,5943,5943,5.26,2.63,40,2026-06-30 08:25:01
3831,Recipe: Major Troll's Blood Elixir,39417,18951,99750,99500,2.53,5.25,2,2026-07-01 14:05:16
9179,Elixir of Greater Intellect,22872,14508,4357,4357,5.25,3.33,25,2026-07-01 14:25:16
41357,Daunting Handguards,368823,228393,1199999,1199999,3.25,5.25,2,2026-07-01 15:25:22
4040,Nightsky Gloves,19093,11456,60000,60000,3.14,5.24,1,2026-07-01 14:05:16
14477,Pattern: Ghostweave Gloves,209436,108252,40000,40000,5.24,2.71,1,2026-05-28 21:05:21
14810,Warstrike Armsplints,86989,52193,16600,16600,5.24,3.14,1,2026-06-16 19:25:23
42464,Glyph of Immolate,262075,104638,49996,49995,5.24,2.09,16,2026-07-01 15:25:22
42736,Glyph of Arcane Power,10986,9381,2098,2098,5.24,4.47,24,2026-07-01 15:25:22
10403,Blackened Defias Belt,261458,215153,50000,50000,5.23,4.3,1,2026-07-01 13:45:14
40024,Tenuous Twilight Opal,561480,336888,107333,107000,5.23,3.15,9,2026-07-01 15:25:22
3021,Ranger Bow,143754,86252,450000,450000,3.13,5.22,1,2026-07-01 14:05:16
8216,Big Voodoo Cloak,156488,90677,30000,30000,5.22,3.02,1,2026-06-29 15:25:19
13102,Cassandra's Grace,122863,73718,385499,384999,3.14,5.22,2,2026-07-01 14:25:16
14479,Pattern: Brightcloth Gloves,5973,4792,24996,24996,4.18,5.22,3,2026-07-01 14:25:16
42969,Glyph of Rupture,258413,82354,49496,49495,5.22,1.66,13,2026-07-01 15:25:22
3108,Broken Heavy Throwing Dagger,84462,30188,16200,16200,5.21,1.86,5,2026-07-01 14:05:16
4047,Mistscape Boots,37758,18077,94249,94249,2.5,5.21,2,2026-07-01 14:05:16
8141,Chromite Greaves,60306,36184,188459,188459,3.13,5.21,1,2026-06-28 18:05:24
31131,Sash of Silent Blades,105653,63392,330000,330000,3.12,5.21,1,2026-07-01 15:05:19
43456,Stormhide Legguards,2031537,1703701,390000,390000,5.21,4.37,1,2026-06-30 10:05:03
8197,Nightscape Boots,52013,36568,9999,9999,5.2,3.66,4,2026-07-01 14:25:16
24194,Design: Delicate Living Ruby,1560788,936473,300000,300000,5.2,3.12,1,2026-07-01 14:45:20
44939,Lesser Flask of Resistance,201776,114964,38800,38800,5.2,2.96,9,2026-07-01 15:25:22
7956,Bronze Warhammer,19306,13337,69219,69219,3.59,5.19,1,2026-07-01 14:25:16
14808,Warstrike Belt,155819,130731,30000,30000,5.19,4.36,1,2026-06-27 04:45:19
38558,Nerubian Chitin,40950,17724,7894,7600,5.19,2.33,131,2026-07-01 15:25:22
4394,Big Iron Bomb,8482,4479,23205,23205,2.74,5.18,20,2026-06-30 20:25:11
13311,Schematic: Mechanical Dragonling,572194,387111,110415,105000,5.18,3.69,4,2026-07-01 14:25:16
15993,Thorium Grenade,23340,14004,72558,72557,3.11,5.18,99,2026-07-01 14:45:20
7075,Core of Earth,96015,50298,18576,18399,5.17,2.73,29,2026-07-01 14:25:16
