item,cost,avg_price,min_price,reagent_sources
22461,5899113,7668847,5899113,"25843:cc,16203:cc,14344:cc,16207:derived"
22462,11782896,15317765,11782896,"25844:cc,22446:cc,22449:cc,23571:cc,22461:derived"
22463,13552856,17618713,13552856,"25845:cc,22446:cc,22445:cc,22462:derived"
22474,45,58,45,9282:derived
22475,45,58,45,9282:derived
22628,45,58,45,9282:derived
22652,2778424,3611951,2778424,"22682:vendor,14048:cc,7080:cc,14227:cc"
22654,1816212,2361076,1816212,"22682:vendor,14048:cc,7080:cc,14227:cc"
22655,973112,1265046,973112,"22682:vendor,14048:cc,7080:cc,14227:cc"
22658,1022212,1328876,1022212,"22682:vendor,14048:cc,7080:cc,14227:cc"
22660,2379107,3092839,2379107,"19726:cc,14048:cc,12803:cc,14227:cc"
22661,2122612,2759396,2122612,"22682:vendor,12810:cc,7080:cc,15407:cc,14227:cc"
22662,1802962,2343851,1802962,"22682:vendor,12810:cc,7080:cc,15407:cc,14227:cc"
22663,1763312,2292306,1763312,"22682:vendor,12810:cc,7080:cc,15407:cc,14227:cc"
22664,1605284,2086869,1605284,"22682:vendor,15408:cc,7080:cc,15407:cc,14227:cc"
22665,1331760,1731288,1331760,"22682:vendor,15408:cc,7080:cc,15407:cc,14227:cc"
22666,1371410,1782833,1371410,"22682:vendor,15408:cc,7080:cc,15407:cc,14227:cc"
22669,2278704,2962315,2278704,"22682:vendor,12359:cc,12360:cc,7080:cc"
22670,1337028,1738136,1337028,"22682:vendor,12359:cc,12360:cc,7080:cc"
22671,1317028,1712136,1317028,"22682:vendor,12359:cc,12360:cc,7080:cc"
22754,45,58,45,9282:derived
22756,2595952,3374738,2595952,"14048:cc,19726:cc,12803:cc,14227:cc"
22757,1278954,1662640,1278954,"14048:cc,14342:cc,12803:cc,14227:cc"
22758,1435602,1866283,1435602,"14048:cc,12803:cc,14227:cc"
22759,2674046,3476260,2674046,"8170:cc,19726:cc,12803:cc,15407:cc"
22760,1124212,1461476,1124212,"12810:cc,18512:cc,12803:cc,15407:cc"
22761,965398,1255017,965398,"12810:cc,12803:cc,15407:cc"
22762,2652746,3448570,2652746,"12655:cc,19726:cc,12360:cc,12803:cc"
22763,1634247,2124521,1634247,"12655:cc,19726:cc,12803:cc"
22764,715748,930472,715748,"12655:cc,12803:cc"
22847,120315,156410,120315,"21886:cc,22793:cc,18256:cc"
22871,30326,39424,30326,"22787:cc,22791:cc,18256:cc"
23097,10174,13226,10174,23077:cc
23106,13124,17061,13124,23079:cc
23506,1750380,2275494,1750380,"23446:cc,22452:cc,21884:cc"
23507,2740760,3562988,2740760,"23446:cc,22452:cc,21884:cc"
23508,2255640,2932332,2255640,"23446:cc,21887:cc,22452:cc,21884:cc"
23509,2602696,3383505,2602696,"23573:cc,22445:cc,22449:cc"
23510,1226678,1594681,1226678,"23573:cc,22445:cc,22449:cc"
23511,1625017,2112522,1625017,"23573:cc,22445:cc,22449:cc"
23512,2752036,3577647,2752036,"23573:cc,22445:cc,22449:cc"
23513,3200498,4160647,3200498,"23445:cc,21885:cc,21884:cc"
23514,2521788,3278324,2521788,"23445:cc,21885:cc,21884:cc"
23515,1511341,1964743,1511341,"23445:cc,21885:cc,21884:cc"
23516,2481143,3225486,2481143,"23445:cc,21885:cc,21884:cc"
23517,2018808,2624450,2018808,23448:cc
23518,2691744,3499267,2691744,23448:cc
23519,2691744,3499267,2691744,23448:cc
23520,2907632,3779922,2907632,"23445:cc,21884:cc,23449:cc,22824:cc"
23521,4620540,6006702,4620540,"23445:cc,21884:cc,23449:cc,22824:cc"
23522,4877448,6340682,4877448,"23445:cc,21884:cc,23449:cc,22824:cc"
23523,1865756,2425483,1865756,"23449:cc,21885:cc,22457:cc"
23524,932878,1212741,932878,"23449:cc,21885:cc,22457:cc"
23525,1357317,1764512,1357317,"23449:cc,21885:cc,22457:cc"
23526,3766408,4896330,3766408,"23448:cc,22449:cc,22831:cc,22451:cc"
23527,3330792,4330030,3330792,"23573:cc,21886:cc,22452:cc"
23530,4612272,5995954,4612272,"23448:cc,21884:cc,22452:cc"
23531,9393895,12212064,9393895,"23448:cc,23571:cc,23572:cc"
23532,13085022,17010529,13085022,"23573:cc,23571:cc,22452:cc,23572:cc"
23533,13360261,17368339,13360261,"23448:cc,23571:cc,23572:cc"
23535,13823658,17970755,13823658,"23573:cc,22452:cc,22457:cc,23572:cc"
23536,9786395,12722314,9786395,"23573:cc,23571:cc,21886:cc,23572:cc"
23537,2186449,2842384,2186449,"23448:cc,22456:cc,23572:cc"
23538,3534980,4595474,3534980,"23573:cc,21886:cc,23572:cc"
23539,7963111,10352044,7963111,"23573:cc,23571:cc,21885:cc,23572:cc"
23540,16263110,21142043,16263110,"23449:cc,23448:cc,23571:cc,23572:cc"
23542,20229476,26298319,20229476,"23449:cc,23448:cc,23571:cc,23572:cc"
23543,20229476,26298319,20229476,"23449:cc,23448:cc,23571:cc,23572:cc"
23544,20229476,26298319,20229476,"23449:cc,23448:cc,23571:cc,23572:cc"
23546,20229476,26298319,20229476,"23449:cc,23448:cc,23571:cc,23572:cc"
23554,18246792,23720830,18246792,"23449:cc,23573:cc,23447:cc,23571:cc,23572:cc"
23555,20229476,26298319,20229476,"23449:cc,23448:cc,23571:cc,23572:cc"
23556,18406124,23927961,18406124,"23449:cc,23573:cc,23447:cc,23571:cc,23572:cc"
23563,9629166,12517916,9629166,"22456:cc,22451:cc,23573:cc,23448:cc,23449:cc"
23564,12214826,15879274,12214826,"23563:derived,23572:cc,22457:cc"
23565,12327826,16026174,12327826,"23564:derived,30183:cc"
23576,38600,50180,38600,23447:cc
23747,2496600,3245580,2496600,"23785:cc,23787:cc,23783:cc"
23761,834358,1084665,834358,"23793:cc,21929:cc,22445:cc"
23766,3741000,4863300,3741000,"23785:cc,23787:cc,23438:cc"
23770,50677,65880,50677,"23781:cc,21877:cc,6260:cc"
23820,390775,508008,390775,"23784:cc,23783:cc,10558:cc"
23824,6000500,7800650,6000500,"23793:cc,23786:cc,23785:cc,23787:cc"
23825,7682310,9987003,7682310,"23793:cc,23786:cc,21886:cc,22456:cc,16006:cc"
23828,10327436,13425667,10327436,"24271:cc,21884:cc,22451:cc,22452:cc,21885:cc,23437:cc"
23829,10892558,14160325,10892558,"23793:cc,22456:cc,22452:cc,21884:cc,23436:cc"
23831,176574,229546,176574,"23782:cc,23783:cc,10558:cc"
23832,176574,229546,176574,"23782:cc,23783:cc,10558:cc"
23837,45,58,45,9282:derived
23838,5768800,7499440,5768800,"24272:cc,22457:cc,22451:cc"
23839,11791192,15328550,11791192,"23573:cc,22452:cc,21884:cc"
23840,1683799,2188939,1683799,"23784:cc,23783:cc,23786:cc,7191:cc"
24036,31489,40936,31489,23436:cc
24079,1679595,2183474,1679595,"23449:cc,31079:cc,22456:cc"
24080,2644617,3438002,2644617,"23449:cc,31079:cc,21885:cc"
24082,3300000,4290000,3300000,"23449:cc,31079:cc,21884:cc"
24085,2454198,3190457,2454198,"23449:cc,31079:cc,21886:cc"
24086,2696700,3505710,2696700,"23449:cc,31079:cc,22457:cc"
24087,2664936,3464417,2664936,"23448:cc,31079:cc"
24089,3589200,4665960,3589200,"23447:cc,31079:cc,21884:cc"
24092,3660170,4758221,3660170,"23448:cc,21885:cc,21884:cc,31079:cc"
24093,4097092,5326220,4097092,"23448:cc,21884:cc,21885:cc,31079:cc"
24095,1598390,2077907,1598390,"23448:cc,22456:cc,21886:cc,31079:cc"
24097,1782792,2317630,1782792,"23448:cc,21886:cc,22456:cc,31079:cc"
24098,2602136,3382777,2602136,"23448:cc,22457:cc,31079:cc"
24106,2166936,2817017,2166936,"23448:cc,31079:cc"
24114,1571200,2042560,1571200,"23447:cc,31079:cc"
24116,1532348,1992052,1532348,"23573:cc,31079:cc,23441:cc"
24117,2123958,2761145,2123958,"23447:cc,31079:cc,23112:cc"
24121,2190814,2848058,2190814,"23449:cc,31079:cc,23117:cc"
24122,6211620,8075106,6211620,"23449:cc,21886:cc,23437:cc,31079:cc"
24123,12857360,16714568,12857360,"23448:cc,22457:cc,23438:cc,31079:cc"
24124,4458492,5796040,4458492,"23448:cc,23077:cc,22452:cc"
24125,513516,667571,513516,"23449:cc,23440:cc,23112:cc"
24126,2255914,2932688,2255914,"23448:cc,23436:cc,21884:cc"
24127,873100,1135030,873100,"23447:cc,23437:cc,22457:cc"
24128,1582424,2057151,1582424,"23573:cc,23441:cc,22456:cc"
24249,3613412,4697436,3613412,"21842:cc,22452:cc"
24250,1890472,2457614,1890472,"21842:cc,22452:cc,22456:cc"
24251,3160612,4108796,3160612,"21842:cc,21884:cc"
24255,7861258,10219635,7861258,"21845:cc,22452:cc,23572:cc"
24256,6214666,8079066,6214666,"24272:cc,21884:cc,23572:cc"
24257,2765184,3594739,2765184,"21842:cc,22457:cc,23572:cc"
24258,6313856,8208013,6313856,"21845:cc,22452:cc,23572:cc"
24259,4334666,5635066,4334666,"24272:cc,22451:cc,23572:cc"
24260,2281526,2965984,2281526,"24271:cc,22457:cc,23572:cc"
24261,10990571,14287742,10990571,"21845:cc,23571:cc,23572:cc"
24262,10050641,13065833,10050641,"24271:cc,23571:cc,23572:cc"
24263,16306966,21199056,16306966,"21842:cc,23571:cc,23572:cc"
24264,10990571,14287742,10990571,"21845:cc,23571:cc,23572:cc"
24266,10050641,13065833,10050641,"24271:cc,23571:cc,23572:cc"
24267,16306966,21199056,16306966,"21842:cc,23571:cc,23572:cc"
24269,24024,31231,24024,21877:cc
24275,491580,639054,491580,"14341:cc,21886:cc"
24287,45,58,45,9282:derived
25498,192,250,192,2835:cc
25521,84000,109200,84000,23449:cc
25651,796600,1035580,796600,"23793:cc,22452:cc"
25652,538900,700570,538900,"23793:cc,22457:cc"
25675,196150,254995,196150,"21887:cc,14341:cc"
25679,29600,38480,29600,21887:cc
25680,1802670,2343471,1802670,"23793:cc,29539:cc,22456:cc,4342:cc,14341:cc"
25681,2537678,3298981,2537678,"23793:cc,29539:cc,21886:cc,2325:cc,14341:cc"
25682,5224550,6791915,5224550,"23793:cc,29539:cc,22452:cc,14341:cc"
25685,766758,996785,766758,"23793:cc,25707:cc,22456:cc,14341:cc"
25686,1261094,1639422,1261094,"23793:cc,25707:cc,22456:cc,14341:cc"
25689,2547500,3311750,2547500,"23793:cc,25708:cc,22452:cc,14341:cc"
25690,2535710,3296423,2535710,"23793:cc,25708:cc,22452:cc,14341:cc"
25692,2679695,3483604,2679695,"23793:cc,25699:cc,21885:cc,22457:cc,14341:cc"
25693,2096756,2725783,2096756,"23793:cc,25699:cc,21885:cc,22457:cc,14341:cc"
25695,2537712,3299026,2537712,"23793:cc,25707:cc,25699:cc,22451:cc,14341:cc"
25697,1937818,2519163,1937818,"23793:cc,25707:cc,25699:cc,22451:cc,14341:cc"
25880,16776,21809,16776,2836:cc
25881,47200,61360,47200,2838:cc
25882,7450,9685,7450,7912:cc
25883,4960,6448,4960,12365:cc
25884,436600,567580,436600,22452:cc
25890,459999,597999,459999,25868:cc
25896,290000,377000,290000,25867:cc
28425,8405852,10927608,8405852,"22456:cc,22457:cc,23448:cc"
28426,12043180,15656134,12043180,"28425:derived,23572:cc,22451:cc"
28427,12325680,16023384,12325680,"28426:derived,30183:cc"
28428,22501824,29252371,22501824,"23571:cc,23449:cc,23573:cc"
28429,27105518,35237173,27105518,"28428:derived,23572:cc,23571:cc"
28430,27388018,35604423,27388018,"28429:derived,30183:cc"
28431,14568829,18939478,14568829,"23571:cc,22456:cc,23573:cc,23448:cc"
28432,17224965,22392454,17224965,"28431:derived,23572:cc,23448:cc"
28433,17507465,22759704,17507465,"28432:derived,30183:cc"
28434,17621132,22907472,17621132,"22451:cc,22452:cc,23571:cc,23447:cc"
28435,20047460,26061698,20047460,"28434:derived,23572:cc,22457:cc"
28436,20329960,26428948,20329960,"28435:derived,30183:cc"
28437,17467200,22707360,17467200,"21884:cc,22452:cc,23447:cc,23449:cc"
28438,22070894,28692162,22070894,"28437:derived,23572:cc,23571:cc"
28439,22353394,29059412,22353394,"28438:derived,30183:cc"
28440,11732774,15252606,11732774,"22451:cc,21885:cc,23573:cc,23449:cc"
28441,14159102,18406833,14159102,"28440:derived,23572:cc,22457:cc"
28442,14441602,18774083,14441602,"28441:derived,30183:cc"
28483,18263058,23741975,18263058,"23571:cc,23573:cc,23447:cc,23449:cc"
28484,20848718,27103333,20848718,"28483:derived,23572:cc,22457:cc"
28485,20961718,27250233,20961718,"28484:derived,30183:cc"
29204,3498808,4548450,3498808,"23448:cc,22451:cc,21884:cc,23793:cc"
29483,872264,1133943,872264,"23793:cc,21886:cc"
29485,1126156,1464003,1126156,"23793:cc,21885:cc"
29486,2000000,2600000,2000000,"23793:cc,21884:cc"
29488,1195600,1554280,1195600,"23793:cc,22457:cc"
29489,4447700,5782010,4447700,"23793:cc,25700:cc,22457:cc"
29490,3467150,4507295,3467150,"23793:cc,25700:cc,22457:cc"
29491,3467150,4507295,3467150,"23793:cc,25700:cc,22457:cc"
29492,2901156,3771503,2901156,"23793:cc,25699:cc,21884:cc,21885:cc"
29493,2114617,2749002,2114617,"23793:cc,25699:cc,21884:cc,21885:cc"
29494,2114617,2749002,2114617,"23793:cc,25699:cc,21884:cc,21885:cc"
29495,2198360,2857868,2198360,"23793:cc,25708:cc,22457:cc"
29496,1584840,2060292,1584840,"23793:cc,25708:cc,22457:cc"
29497,1584840,2060292,1584840,"23793:cc,25708:cc,22457:cc"
29498,2899186,3768942,2899186,"23793:cc,25707:cc,21884:cc,21885:cc"
29499,2115041,2749553,2115041,"23793:cc,25707:cc,21884:cc,21885:cc"
29500,2112435,2746166,2112435,"23793:cc,25707:cc,21884:cc,21885:cc"
29502,10427641,13555933,10427641,"23793:cc,29539:cc,22451:cc,22456:cc,23572:cc"
29503,8262046,10740660,8262046,"23793:cc,29539:cc,22451:cc,22456:cc,23572:cc"
29504,8446006,10979808,8446006,"23793:cc,29547:cc,22451:cc,22457:cc,23572:cc"
29505,4053298,5269287,4053298,"23793:cc,21886:cc,21885:cc,23572:cc"
29506,7367922,9578299,7367922,"23793:cc,21886:cc,22452:cc,23572:cc"
29507,11092870,14420731,11092870,"23793:cc,29547:cc,22452:cc,22451:cc,23572:cc"
29508,4403258,5724235,4403258,"23793:cc,29548:cc,21886:cc,22457:cc,23572:cc"
29509,8879804,11543745,8879804,"23793:cc,29547:cc,22451:cc,21884:cc,23572:cc"
29510,10066466,13086406,10066466,"23793:cc,29548:cc,21884:cc,22457:cc,23572:cc"
29511,7908666,10281266,7908666,"23793:cc,29548:cc,21884:cc,22457:cc,23572:cc"
29512,11120466,14456606,11120466,"23793:cc,29548:cc,22452:cc,22457:cc,23572:cc"
29514,12491666,16239166,12491666,"23793:cc,29548:cc,22452:cc,22451:cc,23572:cc"
29515,7593172,9871124,7593172,"23793:cc,29548:cc,21884:cc,22456:cc,23572:cc"
29516,5670046,7371060,5670046,"23793:cc,29548:cc,21884:cc,22456:cc,23572:cc"
29517,3746920,4870996,3746920,"23793:cc,29548:cc,21884:cc,22456:cc"
29519,9081732,11806252,9081732,"23793:cc,29548:cc,22457:cc,22451:cc,23572:cc"
29520,6786466,8822406,6786466,"23793:cc,29548:cc,22457:cc,22451:cc,23572:cc"
29521,4491200,5838560,4491200,"23793:cc,29548:cc,22457:cc,22451:cc"
29522,12326221,16024087,12326221,"23793:cc,29547:cc,22451:cc,23571:cc,23572:cc"
29523,5137587,6678863,5137587,"23793:cc,29547:cc,22451:cc,23571:cc"
29524,8731904,11351475,8731904,"23793:cc,29547:cc,22451:cc,23571:cc,23572:cc"
29525,13018430,16923959,13018430,"23793:cc,23571:cc,23572:cc"
29526,10715581,13930255,10715581,"23793:cc,23571:cc,23572:cc"
29527,6429549,8358414,6429549,"23793:cc,23571:cc"
29530,811468,1054908,811468,"23793:cc,29547:cc"
29531,760000,988000,760000,"23793:cc,29548:cc"
29533,2688000,3494400,2688000,"23793:cc,29539:cc,22451:cc"
29964,210984,274279,210984,"8170:cc,7081:cc,8172:cc,14341:cc"
29970,178365,231874,178365,"8170:cc,17056:cc,8153:cc,8172:cc,14341:cc"
29971,186248,242122,186248,"8170:cc,8165:cc,8172:cc,14341:cc"
29973,1955700,2542410,1955700,"23793:cc,22451:cc,22452:cc,14341:cc"
29974,791698,1029207,791698,"23793:cc,25699:cc,21886:cc,14341:cc"
29975,1702500,2213250,1702500,"23793:cc,15416:cc,21884:cc,14341:cc"
30031,5715328,7429926,5715328,"23572:cc,23573:cc,21884:cc"
30032,5157995,6705394,5157995,"30183:cc,23573:cc,21884:cc"
30033,3093796,4021935,3093796,"23572:cc,23573:cc,21885:cc"
30035,581852,756408,581852,"23572:cc,21845:cc,24271:cc,14341:cc"
30036,2832162,3681811,2832162,"30183:cc,21842:cc,21886:cc,14341:cc,21885:cc"
30037,205856,267613,205856,"23572:cc,24272:cc,24271:cc,14341:cc"
30038,5936112,7716946,5936112,"30183:cc,21842:cc,21884:cc,14341:cc"
30039,712212,925876,712212,"23572:cc,23793:cc,22456:cc,14341:cc"
30040,3654150,4750395,3654150,"30183:cc,23793:cc,22456:cc,14341:cc,22451:cc"
30041,1818624,2364211,1818624,"23572:cc,23793:cc,21886:cc,14341:cc"
30042,4576160,5949008,4576160,"30183:cc,23793:cc,21886:cc,14341:cc,22451:cc"
30043,2394424,3112751,2394424,"23572:cc,23793:cc,21885:cc,29547:cc,14341:cc"
30044,2348092,3052520,2348092,"30183:cc,23793:cc,21885:cc,29547:cc,14341:cc"
30045,3779034,4912744,3779034,"23572:cc,23793:cc,22451:cc,29547:cc,14341:cc"
30046,3824170,4971421,3824170,"30183:cc,23793:cc,22451:cc,29547:cc,14341:cc"
30069,677152,880298,677152,"3860:cc,7075:cc"
30070,659934,857914,659934,"3860:cc,7081:cc"
30071,554304,720595,554304,"3860:cc,7075:cc"
30072,519868,675828,519868,"3860:cc,7081:cc"
30073,495676,644379,495676,"3860:cc,7077:cc"
30074,1902640,2473432,1902640,"23446:cc,22452:cc"
30076,1079318,1403113,1079318,"23446:cc,21885:cc,22451:cc"
30077,1917180,2492334,1917180,"23446:cc,22451:cc"
30086,2814900,3659370,2814900,"23446:cc,22452:cc"
30087,1540857,2003114,1540857,"23446:cc,21885:cc,22451:cc"
30088,1995300,2593890,1995300,"23446:cc,22451:cc"
30089,2436240,3167112,2436240,"23446:cc,21884:cc"
30093,2853960,3710148,2853960,"23446:cc,22452:cc"
30438,44400,57720,44400,"30436:cc,30437:cc"
30459,2335190,3035747,2335190,"21840:cc,21884:cc,22456:cc,21881:cc"
30460,1542660,2005458,1542660,"21840:cc,21887:cc,21884:cc,22456:cc,21881:cc"
30461,1174390,1526707,1174390,"21840:cc,21887:cc,21884:cc,22456:cc,21881:cc"
30463,1158015,1505420,1158015,"21840:cc,21887:cc,21885:cc,21886:cc,21881:cc"
30464,858410,1115933,858410,"21840:cc,21887:cc,21885:cc,21886:cc,21881:cc"
30465,1698025,2207432,1698025,"21840:cc,21885:cc,21886:cc,21881:cc"
30542,2494828,3243276,2494828,"23784:cc,21884:cc,23826:cc,23783:cc,23786:cc"
30544,3287850,4274205,3287850,"23784:cc,22451:cc,23787:cc,23783:cc,23786:cc"
30825,1508400,1960920,1508400,"23447:cc,22457:cc"
30831,1151510,1496963,1151510,"21842:cc,22457:cc,21886:cc,21881:cc"
30837,2002500,2603250,2002500,"21840:cc,21884:cc,14341:cc"
30839,3602500,4683250,3602500,"21840:cc,21884:cc,14341:cc"
31279,45,58,45,9282:derived
31364,4018582,5224157,4018582,"23448:cc,21886:cc,22456:cc,23572:cc"
31367,4018582,5224157,4018582,"23448:cc,21886:cc,22456:cc,23572:cc"
31368,4018582,5224157,4018582,"23448:cc,21886:cc,22456:cc,23572:cc"
31369,7250134,9425174,7250134,"23449:cc,21885:cc,21884:cc,23572:cc"
31370,7250134,9425174,7250134,"23449:cc,21885:cc,21884:cc,23572:cc"
31371,7250134,9425174,7250134,"23449:cc,21885:cc,21884:cc,23572:cc"
31398,5409234,7032004,5409234,"31079:cc,23449:cc,21885:cc,21884:cc"
31399,3288522,4275079,3288522,"31079:cc,23448:cc,21886:cc,22456:cc"
31676,36890,47957,36890,"22785:cc,22792:cc,18256:cc"
31677,25883,33648,25883,"22793:cc,22792:cc,18256:cc"
31860,27379,35593,27379,23112:cc
31862,29617,38502,29617,23107:cc
31864,29617,38502,29617,23107:cc
31866,27839,36191,27839,21929:cc
31869,27839,36191,27839,21929:cc
31890,175000,227500,175000,"31889:vendor,31888:vendor,31885:vendor,31884:vendor,31887:vendor,31886:vendor,31883:vendor"
31891,175000,227500,175000,"31900:vendor,31899:vendor,31895:vendor,31894:vendor,31898:vendor,31896:vendor,31893:vendor"
31907,175000,227500,175000,"31909:vendor,31908:vendor,31904:vendor,31903:vendor,31906:vendor,31905:vendor,31902:vendor"
31914,175000,227500,175000,"31918:vendor,31917:vendor,31913:vendor,31912:vendor,31916:vendor,31915:vendor,31911:vendor"
32198,59249,77024,59249,32227:cc
32199,59249,77024,59249,32227:cc
32202,60000,78000,60000,32228:cc
32205,58999,76699,58999,32229:cc
32207,58999,76699,58999,32229:cc
32208,58999,76699,58999,32229:cc
32210,58999,76699,58999,32229:cc
32220,148500,193050,148500,32231:cc
32221,148500,193050,148500,32231:cc
32222,148500,193050,148500,32231:cc
32389,848242,1102715,848242,"32428:cc,22450:cc,21886:cc,22456:cc,21842:cc"
32390,685041,890553,685041,"32428:cc,22450:cc,21886:cc,22456:cc,21842:cc"
32391,586975,763068,586975,"32428:cc,22450:cc,21886:cc,22456:cc,21842:cc"
32392,551993,717591,551993,"32428:cc,22450:cc,21886:cc,22456:cc,21842:cc"
32393,657494,854742,657494,"32428:cc,22450:cc,21886:cc,22456:cc,25707:cc"
32394,562034,730644,562034,"32428:cc,22450:cc,21886:cc,22456:cc,25707:cc"
32395,524446,681780,524446,"32428:cc,22450:cc,21886:cc,22456:cc,25707:cc"
32396,791845,1029398,791845,"32428:cc,22450:cc,21886:cc,22456:cc,25707:cc"
32397,1037638,1348929,1037638,"32428:cc,22450:cc,21886:cc,22456:cc,25700:cc"
32398,1322322,1719019,1322322,"32428:cc,22450:cc,21886:cc,22456:cc,25700:cc"
32399,904590,1175967,904590,"32428:cc,22450:cc,21886:cc,22456:cc,25700:cc"
32400,1362061,1770679,1362061,"32428:cc,22450:cc,21886:cc,22456:cc,25700:cc"
32401,811128,1054466,811128,"32428:cc,22450:cc,21886:cc,22456:cc,23446:cc"
32402,634942,825425,634942,"32428:cc,22450:cc,21886:cc,22456:cc,23446:cc"
32403,599960,779948,599960,"32428:cc,22450:cc,21886:cc,22456:cc,23446:cc"
32404,1022296,1328985,1022296,"32428:cc,22450:cc,21886:cc,22456:cc,23446:cc"
32410,459999,597999,459999,25868:cc
32461,4706894,6118962,4706894,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23436:cc"
32472,4711916,6125491,4711916,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23440:cc"
32473,4724216,6141481,4724216,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23437:cc"
32474,4720616,6136801,4720616,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23441:cc"
32475,4709648,6122542,4709648,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23439:cc"
32476,4706894,6118962,4706894,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23436:cc"
32478,4706894,6118962,4706894,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23436:cc"
32479,4711916,6125491,4711916,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23440:cc"
32480,4724216,6141481,4724216,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23437:cc"
32494,4703916,6115091,4703916,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23438:cc"
32495,4709648,6122542,4709648,"23793:cc,23786:cc,23785:cc,23787:cc,23572:cc,23439:cc"
32568,7101558,9232025,7101558,"23448:cc,23573:cc,22451:cc,32428:cc"
32570,9000926,11701204,9000926,"23448:cc,23573:cc,22451:cc,32428:cc"
32571,4047006,5261108,4047006,"23449:cc,23573:cc,21884:cc,32428:cc"
32573,5096502,6625453,5096502,"23449:cc,23573:cc,21884:cc,32428:cc"
32574,2693568,3501638,2693568,"23793:cc,22451:cc,21885:cc,29547:cc,32428:cc"
32575,3901610,5072093,3901610,"23793:cc,22451:cc,21885:cc,29547:cc,32428:cc"
32577,3793812,4931956,3793812,"23793:cc,22451:cc,22452:cc,29547:cc,32428:cc"
32579,5551976,7217569,5551976,"23793:cc,22451:cc,22452:cc,29547:cc,32428:cc"
32580,3573008,4644910,3573008,"23793:cc,22451:cc,32428:cc"
32581,4366504,5676455,4366504,"23793:cc,22451:cc,32428:cc"
32582,2961404,3849825,2961404,"23793:cc,22451:cc,21886:cc,32428:cc"
32583,3951032,5136342,3951032,"23793:cc,22451:cc,21886:cc,32428:cc"
32584,1365991,1775788,1365991,"21842:cc,21845:cc,21886:cc,32428:cc"
32585,954510,1240863,954510,"21842:cc,21845:cc,21886:cc,32428:cc"
32586,1636691,2127698,1636691,"21842:cc,24271:cc,22457:cc,32428:cc"
32587,1251528,1626986,1251528,"21842:cc,24271:cc,22457:cc,32428:cc"
32657,45,58,45,9282:derived
32756,12276666,15959666,12276666,"23785:cc,23449:cc,23787:cc,21884:cc,22451:cc,23572:cc"
32776,3291258,4278635,3291258,"23449:cc,31079:cc,24478:cc,24479:cc"
32839,417880,543244,417880,"22457:cc,22793:cc,23782:cc"
32849,820080,1066104,820080,"21884:cc,22793:cc,23782:cc"
32850,383158,498105,383158,"21885:cc,22793:cc,23782:cc"
32851,256212,333076,256212,"21886:cc,22793:cc,23782:cc"
32854,17440046,22672060,17440046,"23449:cc,23448:cc,23571:cc,23572:cc"
33004,1124,1461,1124,7974:cc
33092,206119,267955,206119,"23782:cc,23783:cc,21887:cc,22829:cc"
33131,31489,40936,31489,23436:cc
33133,31489,40936,31489,23436:cc
33134,31489,40936,31489,23436:cc
33135,30000,39000,30000,23438:cc
33140,34000,44200,34000,23440:cc
33143,34000,44200,34000,23440:cc
33144,34000,44200,34000,23440:cc
33173,1967126,2557264,1967126,"23445:cc,21884:cc,23449:cc,27503:cc"
33204,7308912,9501586,7308912,"23793:cc,21844:cc,22452:cc,22456:cc,23572:cc"
33839,8997,11696,8997,"27659:cc,33838:none"
33848,25400,33020,25400,"31672:cc,31673:cc"
33850,13192,17150,13192,27658:cc
34099,660200,858260,660200,"21887:cc,14341:cc,22451:cc"
34106,3386066,4401886,3386066,"23793:cc,29548:cc,22452:cc,23572:cc"
34353,5095938,6624719,5095938,"32478:derived,22456:cc,23572:cc"
34354,8825558,11473225,8825558,"32461:derived,21884:cc,23572:cc"
34355,9591924,12469501,9591924,"32476:derived,23571:cc,22451:cc,23572:cc"
34356,8639280,11231064,8639280,"32474:derived,22451:cc,23572:cc"
34357,8049253,10464029,8049253,"32473:derived,35128:cc,23571:cc,23572:cc"
34358,3786564,4922533,3786564,"35128:cc,23572:cc"
34359,6333747,8233871,6333747,"31079:cc,32227:cc,32228:cc"
34360,3520770,4577001,3520770,"31079:cc,32249:cc"
34361,19022380,24729094,19022380,"35128:cc,22451:cc,31079:cc,34664:cc"
34363,14983700,19478810,14983700,"35128:cc,21886:cc,31079:cc,34664:cc"
34364,291404,378825,291404,"24271:cc,24272:cc,23572:cc"
34365,2149312,2794106,2149312,"21845:cc,23572:cc"
34366,6110060,7943078,6110060,"24271:cc,24272:cc,34664:cc"
34367,10906242,14178115,10906242,"21845:cc,21886:cc,21885:cc,34664:cc"
34369,17208366,22370876,17208366,"23793:cc,25707:cc,23571:cc,23572:cc"
